customer_id,first_name,last_name,customer_type,b2b_flag,account_type,loyalty_id,tax_id,payment_terms,credit_limit,parent_customer_id,is_active_flag,date_opened,manor_or_quarter,holdfast_name,town_or_keep,realm,status
6028,Guild Shop 6028,,Business,True,Wholesale,,TAX-DOR-6028,Net 30,4703.0,,True,2025-01-04,Citadel Ward,Garden Terrace,Oldtown,Dorne,Active
6029,Guild Shop 6029,,Business,True,Wholesale,,TAX-THE-6029,Net 45,9019.0,9004.0,True,2024-08-13,Harbor Ward,South Keep,King's Landing,The Stormlands,Active
6030,Inn 6030,,Business,True,Wholesale,,TAX-THE-6030,Net 45,6641.0,9019.0,True,2024-05-16,Market Quarter,East Rampart,Highgarden,The North,Active
6031,Fishmonger 6031,,Business,True,Wholesale,,TAX-THE-6031,Net 30,5148.0,,True,2024-05-28,Harbor Ward,Harbor Ward,Highgarden,The Riverlands,Active
6032,Inn 6032,,Business,True,Wholesale,,TAX-THE-6032,Net 30,7155.0,9020.0,True,2025-03-18,Oldtown Harbor,Garden Terrace,Highgarden,The Riverlands,Active
6033,Market 6033,,Business,True,Wholesale,,TAX-THE-6033,Due on Receipt,10464.0,9005.0,True,2024-05-15,Market Quarter,Harbor Ward,Gulltown,The Riverlands,Active
6034,Fishmonger 6034,,Business,True,Wholesale,,TAX-CRO-6034,Net 30,14505.0,,True,2025-07-15,Garden Terrace,Garden Terrace,White Harbor,Crownlands,Active
6035,Guild Shop 6035,,Business,True,Wholesale,,TAX-THE-6035,Net 30,7772.0,9013.0,True,2024-05-20,Garden Terrace,South Keep,Oldtown,The Vale,Active
6036,Tavern 6036,,Business,True,Wholesale,,TAX-THE-6036,Due on Receipt,13923.0,,True,2024-09-09,Garden Terrace,Garden Terrace,Lannisport,The Stormlands,Active
6037,Bakery 6037,,Business,True,Wholesale,,TAX-CRO-6037,Net 45,14627.0,,True,2024-11-01,Garden Terrace,Harbor Ward,Highgarden,Crownlands,Active
6038,Apothecary 6038,,Business,True,Wholesale,,TAX-THE-6038,Net 30,12877.0,,True,2024-01-14,Garden Terrace,East Rampart,Oldtown,The Vale,Active
6039,Fishmonger 6039,,Business,True,Wholesale,,TAX-THE-6039,Net 45,9047.0,,True,2024-03-17,Market Quarter,North Gate,King's Landing,The Westerlands,Active
6040,Tavern 6040,,Business,True,Wholesale,,TAX-DOR-6040,Net 30,14462.0,9006.0,True,2024-12-14,Garden Terrace,North Gate,White Harbor,Dorne,Active
6041,Inn 6041,,Business,True,Wholesale,,TAX-THE-6041,Due on Receipt,4358.0,,True,2025-05-19,Oldtown Harbor,East Rampart,King's Landing,The Stormlands,Active
6042,Inn 6042,,Business,True,Wholesale,,TAX-THE-6042,Due on Receipt,11622.0,9014.0,True,2025-04-10,Oldtown Harbor,Harbor Ward,King's Landing,The Vale,Active
6043,Tavern 6043,,Business,True,Wholesale,,TAX-IRO-6043,Net 45,4130.0,9007.0,True,2025-03-29,King's Road District,South Keep,Lannisport,Iron Islands,Active
6044,Bakery 6044,,Business,True,Wholesale,,TAX-CRO-6044,Net 30,11313.0,9015.0,True,2025-02-17,Harbor Ward,North Gate,Gulltown,Crownlands,Active
6045,Inn 6045,,Business,True,Wholesale,,TAX-THE-6045,Due on Receipt,14037.0,9019.0,True,2025-03-20,Harbor Ward,West Market,Gulltown,The Riverlands,Active
6046,Fishmonger 6046,,Business,True,Wholesale,,TAX-THE-6046,Due on Receipt,12029.0,9006.0,True,2025-04-22,Citadel Ward,North Gate,Lannisport,The Vale,Active
6047,Apothecary 6047,,Business,True,Wholesale,,TAX-DOR-6047,Due on Receipt,9248.0,9020.0,True,2025-03-09,Garden Terrace,Garden Terrace,Highgarden,Dorne,Active
6048,Guild Shop 6048,,Business,True,Wholesale,,TAX-DOR-6048,Due on Receipt,7315.0,,True,2024-03-05,Garden Terrace,North Gate,Lannisport,Dorne,Active
6049,Fishmonger 6049,,Business,True,Wholesale,,TAX-IRO-6049,Net 30,8331.0,,True,2024-07-22,King's Road District,North Gate,King's Landing,Iron Islands,Active
6050,Bakery 6050,,Business,True,Wholesale,,TAX-THE-6050,Net 45,5228.0,,True,2025-05-24,Garden Terrace,Harbor Ward,Highgarden,The Vale,Active
6051,Apothecary 6051,,Business,True,Wholesale,,TAX-CRO-6051,Net 45,11269.0,,True,2024-02-24,Market Quarter,Garden Terrace,Gulltown,Crownlands,Active
6052,Guild Shop 6052,,Business,True,Wholesale,,TAX-IRO-6052,Net 45,9776.0,9014.0,True,2025-01-22,Oldtown Harbor,Harbor Ward,Lannisport,Iron Islands,Active
6053,Guild Shop 6053,,Business,True,Wholesale,,TAX-THE-6053,Due on Receipt,4829.0,9017.0,True,2024-12-24,Harbor Ward,West Market,King's Landing,The North,Active
6054,Guild Shop 6054,,Business,True,Wholesale,,TAX-THE-6054,Net 45,10555.0,,True,2024-08-18,Garden Terrace,West Market,King's Landing,The Riverlands,Active
6055,Tavern 6055,,Business,True,Wholesale,,TAX-CRO-6055,Due on Receipt,11222.0,,True,2024-09-09,King's Road District,South Keep,Gulltown,Crownlands,Active
6056,Fishmonger 6056,,Business,True,Wholesale,,TAX-THE-6056,Due on Receipt,12524.0,,True,2023-12-05,Garden Terrace,West Market,King's Landing,The Westerlands,Active
6057,Guild Shop 6057,,Business,True,Wholesale,,TAX-THE-6057,Net 30,12878.0,9008.0,True,2025-01-12,King's Road District,Harbor Ward,Gulltown,The Westerlands,Active
6058,Guild Shop 6058,,Business,True,Wholesale,,TAX-THE-6058,Due on Receipt,6276.0,9009.0,True,2025-07-01,Citadel Ward,West Market,Lannisport,The Riverlands,Active
6059,Inn 6059,,Business,True,Wholesale,,TAX-DOR-6059,Net 45,3644.0,,True,2024-12-13,King's Road District,North Gate,White Harbor,Dorne,Active
6060,Bakery 6060,,Business,True,Wholesale,,TAX-DOR-6060,Due on Receipt,4808.0,,True,2025-07-31,King's Road District,Garden Terrace,Highgarden,Dorne,Active
6061,Tavern 6061,,Business,True,Wholesale,,TAX-DOR-6061,Due on Receipt,13143.0,9003.0,True,2025-05-09,Citadel Ward,South Keep,King's Landing,Dorne,Active
6062,Tavern 6062,,Business,True,Wholesale,,TAX-THE-6062,Due on Receipt,6490.0,9001.0,True,2024-02-22,Garden Terrace,Harbor Ward,White Harbor,The Stormlands,Active
6063,Fishmonger 6063,,Business,True,Wholesale,,TAX-CRO-6063,Net 30,13325.0,9017.0,True,2024-07-02,Garden Terrace,East Rampart,Gulltown,Crownlands,Active
6064,Tavern 6064,,Business,True,Wholesale,,TAX-CRO-6064,Net 30,3783.0,9012.0,True,2024-03-31,King's Road District,North Gate,White Harbor,Crownlands,Active
6065,Guild Shop 6065,,Business,True,Wholesale,,TAX-THE-6065,Net 45,4135.0,9005.0,True,2024-04-06,Garden Terrace,Harbor Ward,Highgarden,The Westerlands,Active
6066,Bakery 6066,,Business,True,Wholesale,,TAX-DOR-6066,Net 45,13978.0,9020.0,True,2025-02-12,King's Road District,South Keep,Highgarden,Dorne,Active
6067,Apothecary 6067,,Business,True,Wholesale,,TAX-THE-6067,Net 30,6705.0,9012.0,True,2024-01-16,Garden Terrace,Garden Terrace,Lannisport,The Stormlands,Active
6068,Inn 6068,,Business,True,Wholesale,,TAX-THE-6068,Due on Receipt,10647.0,,True,2024-09-12,Harbor Ward,North Gate,Highgarden,The Riverlands,Active
6069,Apothecary 6069,,Business,True,Wholesale,,TAX-CRO-6069,Due on Receipt,9972.0,9014.0,True,2023-10-25,King's Road District,South Keep,White Harbor,Crownlands,Active
6070,Bakery 6070,,Business,True,Wholesale,,TAX-THE-6070,Due on Receipt,3844.0,,True,2024-07-06,King's Road District,South Keep,Highgarden,The Riverlands,Active
6071,Tavern 6071,,Business,True,Wholesale,,TAX-IRO-6071,Net 30,10531.0,,True,2024-11-05,King's Road District,East Rampart,King's Landing,Iron Islands,Active
6072,Guild Shop 6072,,Business,True,Wholesale,,TAX-CRO-6072,Net 30,8290.0,,True,2024-09-07,Market Quarter,Garden Terrace,King's Landing,Crownlands,Active
6073,Fishmonger 6073,,Business,True,Wholesale,,TAX-THE-6073,Net 45,11742.0,9011.0,True,2024-10-06,Citadel Ward,East Rampart,White Harbor,The North,Active
6074,Inn 6074,,Business,True,Wholesale,,TAX-THE-6074,Net 30,8375.0,,True,2024-06-30,Garden Terrace,East Rampart,Highgarden,The Vale,Active
6075,Guild Shop 6075,,Business,True,Wholesale,,TAX-DOR-6075,Due on Receipt,14162.0,,True,2023-12-07,Market Quarter,Garden Terrace,Gulltown,Dorne,Active
6076,Bakery 6076,,Business,True,Wholesale,,TAX-THE-6076,Net 30,6741.0,,True,2023-12-11,Market Quarter,Garden Terrace,Highgarden,The Vale,Active
6077,Guild Shop 6077,,Business,True,Wholesale,,TAX-THE-6077,Net 45,10235.0,,True,2024-04-21,Market Quarter,East Rampart,White Harbor,The Stormlands,Active
6078,Market 6078,,Business,True,Wholesale,,TAX-IRO-6078,Due on Receipt,5134.0,9017.0,True,2024-01-27,King's Road District,South Keep,King's Landing,Iron Islands,Active
6079,Apothecary 6079,,Business,True,Wholesale,,TAX-THE-6079,Due on Receipt,9233.0,9009.0,True,2024-03-30,Oldtown Harbor,East Rampart,White Harbor,The Riverlands,Active
6080,Apothecary 6080,,Business,True,Wholesale,,TAX-CRO-6080,Net 30,12097.0,9007.0,True,2025-01-15,Harbor Ward,North Gate,Lannisport,Crownlands,Active
6081,Bakery 6081,,Business,True,Wholesale,,TAX-CRO-6081,Net 30,9619.0,9009.0,True,2024-08-26,King's Road District,South Keep,Lannisport,Crownlands,Active
6082,Fishmonger 6082,,Business,True,Wholesale,,TAX-THE-6082,Net 30,14950.0,9014.0,True,2025-04-26,Garden Terrace,East Rampart,Gulltown,The North,Active
6083,Fishmonger 6083,,Business,True,Wholesale,,TAX-THE-6083,Due on Receipt,8071.0,,True,2023-12-27,Garden Terrace,East Rampart,Lannisport,The Reach,Active
6084,Apothecary 6084,,Business,True,Wholesale,,TAX-THE-6084,Due on Receipt,5551.0,,True,2025-08-04,Harbor Ward,West Market,King's Landing,The Stormlands,Active
6085,Bakery 6085,,Business,True,Wholesale,,TAX-THE-6085,Net 30,6823.0,9011.0,True,2024-08-15,Harbor Ward,West Market,Oldtown,The Reach,Active
6086,Apothecary 6086,,Business,True,Wholesale,,TAX-IRO-6086,Net 30,3753.0,,True,2024-07-12,King's Road District,Garden Terrace,Oldtown,Iron Islands,Active
6087,Bakery 6087,,Business,True,Wholesale,,TAX-THE-6087,Net 30,10591.0,9006.0,True,2024-01-21,Harbor Ward,Harbor Ward,Oldtown,The Riverlands,Active
6088,Market 6088,,Business,True,Wholesale,,TAX-IRO-6088,Net 30,14464.0,9019.0,True,2024-05-24,Citadel Ward,North Gate,Highgarden,Iron Islands,Active
6089,Bakery 6089,,Business,True,Wholesale,,TAX-THE-6089,Due on Receipt,10812.0,,True,2024-10-01,Oldtown Harbor,West Market,Gulltown,The North,Active
6090,Inn 6090,,Business,True,Wholesale,,TAX-THE-6090,Net 30,6796.0,9006.0,True,2024-12-20,Market Quarter,North Gate,Gulltown,The Stormlands,Active
6091,Fishmonger 6091,,Business,True,Wholesale,,TAX-THE-6091,Net 45,10597.0,,True,2024-03-04,King's Road District,East Rampart,Gulltown,The Reach,Active
6092,Bakery 6092,,Business,True,Wholesale,,TAX-THE-6092,Due on Receipt,8269.0,9013.0,True,2025-01-17,Oldtown Harbor,East Rampart,King's Landing,The Westerlands,Active
6093,Inn 6093,,Business,True,Wholesale,,TAX-THE-6093,Net 30,12326.0,,True,2025-03-21,Market Quarter,Harbor Ward,White Harbor,The Vale,Active
6094,Tavern 6094,,Business,True,Wholesale,,TAX-THE-6094,Due on Receipt,6010.0,9016.0,True,2023-11-26,Harbor Ward,Harbor Ward,Lannisport,The Westerlands,Active
6095,Fishmonger 6095,,Business,True,Wholesale,,TAX-THE-6095,Due on Receipt,14648.0,9006.0,True,2024-12-30,Market Quarter,Garden Terrace,Oldtown,The Westerlands,Active
6096,Apothecary 6096,,Business,True,Wholesale,,TAX-THE-6096,Due on Receipt,4677.0,9009.0,True,2025-03-10,Oldtown Harbor,Garden Terrace,Lannisport,The Riverlands,Active
6097,Fishmonger 6097,,Business,True,Wholesale,,TAX-THE-6097,Net 45,7247.0,,True,2025-05-23,King's Road District,Harbor Ward,White Harbor,The Stormlands,Active
6098,Guild Shop 6098,,Business,True,Wholesale,,TAX-THE-6098,Due on Receipt,8777.0,9015.0,True,2024-12-29,Harbor Ward,Garden Terrace,Lannisport,The Vale,Active
6099,Bakery 6099,,Business,True,Wholesale,,TAX-THE-6099,Net 30,13690.0,,True,2024-03-01,Garden Terrace,Garden Terrace,Lannisport,The North,Active
6100,Apothecary 6100,,Business,True,Wholesale,,TAX-THE-6100,Net 30,10238.0,9012.0,True,2025-05-16,Garden Terrace,Harbor Ward,White Harbor,The Reach,Active
6101,Apothecary 6101,,Business,True,Wholesale,,TAX-THE-6101,Due on Receipt,7740.0,9020.0,True,2024-09-15,Garden Terrace,Garden Terrace,Gulltown,The Reach,Active
6102,Inn 6102,,Business,True,Wholesale,,TAX-IRO-6102,Due on Receipt,6290.0,9004.0,True,2025-02-08,Harbor Ward,South Keep,Oldtown,Iron Islands,Active
6103,Tavern 6103,,Business,True,Wholesale,,TAX-DOR-6103,Net 45,11776.0,9004.0,True,2025-05-31,Citadel Ward,Harbor Ward,King's Landing,Dorne,Active
6104,Fishmonger 6104,,Business,True,Wholesale,,TAX-THE-6104,Due on Receipt,9913.0,9018.0,True,2023-10-21,Garden Terrace,North Gate,Lannisport,The Vale,Active
6105,Guild Shop 6105,,Business,True,Wholesale,,TAX-CRO-6105,Net 30,11961.0,9007.0,True,2025-07-05,Garden Terrace,West Market,Lannisport,Crownlands,Active
6106,Apothecary 6106,,Business,True,Wholesale,,TAX-CRO-6106,Due on Receipt,13050.0,9002.0,True,2024-04-24,Market Quarter,West Market,King's Landing,Crownlands,Active
6107,Market 6107,,Business,True,Wholesale,,TAX-THE-6107,Net 45,13695.0,9004.0,True,2024-07-31,Garden Terrace,Harbor Ward,Highgarden,The Stormlands,Active
6108,Fishmonger 6108,,Business,True,Wholesale,,TAX-THE-6108,Net 30,7870.0,9015.0,True,2024-08-06,King's Road District,West Market,Gulltown,The North,Active
6109,Inn 6109,,Business,True,Wholesale,,TAX-IRO-6109,Net 45,14495.0,9012.0,True,2024-11-05,Oldtown Harbor,South Keep,Highgarden,Iron Islands,Active
6110,Apothecary 6110,,Business,True,Wholesale,,TAX-THE-6110,Due on Receipt,11716.0,,True,2024-06-23,King's Road District,Harbor Ward,White Harbor,The Vale,Active
6111,Bakery 6111,,Business,True,Wholesale,,TAX-THE-6111,Net 45,10300.0,9017.0,True,2024-01-27,Garden Terrace,West Market,Oldtown,The Reach,Active
6112,Inn 6112,,Business,True,Wholesale,,TAX-THE-6112,Net 45,9368.0,9002.0,True,2024-03-12,Citadel Ward,East Rampart,Highgarden,The Vale,Active
6113,Inn 6113,,Business,True,Wholesale,,TAX-THE-6113,Due on Receipt,12270.0,9006.0,True,2024-12-10,Oldtown Harbor,West Market,Lannisport,The North,Active
6114,Bakery 6114,,Business,True,Wholesale,,TAX-DOR-6114,Net 45,3388.0,,True,2023-11-13,Harbor Ward,East Rampart,White Harbor,Dorne,Active
6115,Tavern 6115,,Business,True,Wholesale,,TAX-THE-6115,Net 45,4939.0,9018.0,True,2024-11-07,Harbor Ward,West Market,Lannisport,The Vale,Active
6116,Market 6116,,Business,True,Wholesale,,TAX-THE-6116,Due on Receipt,8763.0,,True,2025-08-08,King's Road District,East Rampart,White Harbor,The Westerlands,Active
6117,Bakery 6117,,Business,True,Wholesale,,TAX-IRO-6117,Net 45,6622.0,9017.0,True,2024-05-26,Market Quarter,East Rampart,Highgarden,Iron Islands,Active
6118,Apothecary 6118,,Business,True,Wholesale,,TAX-DOR-6118,Due on Receipt,13369.0,,True,2024-04-17,Oldtown Harbor,North Gate,Oldtown,Dorne,Active
6119,Fishmonger 6119,,Business,True,Wholesale,,TAX-CRO-6119,Net 45,14191.0,,True,2024-06-08,Oldtown Harbor,East Rampart,Highgarden,Crownlands,Active
6120,Inn 6120,,Business,True,Wholesale,,TAX-THE-6120,Net 30,5189.0,,True,2023-12-22,Garden Terrace,North Gate,White Harbor,The Reach,Active
6121,Apothecary 6121,,Business,True,Wholesale,,TAX-CRO-6121,Net 30,4103.0,9016.0,True,2024-03-18,King's Road District,Harbor Ward,Gulltown,Crownlands,Active
6122,Guild Shop 6122,,Business,True,Wholesale,,TAX-THE-6122,Net 45,7333.0,,True,2024-03-16,Citadel Ward,East Rampart,Gulltown,The Westerlands,Active
6123,Tavern 6123,,Business,True,Wholesale,,TAX-THE-6123,Net 45,3791.0,9020.0,True,2024-02-24,Harbor Ward,Garden Terrace,King's Landing,The Westerlands,Active
6124,Fishmonger 6124,,Business,True,Wholesale,,TAX-THE-6124,Due on Receipt,13221.0,,True,2025-03-14,Harbor Ward,East Rampart,White Harbor,The North,Active
6125,Guild Shop 6125,,Business,True,Wholesale,,TAX-THE-6125,Due on Receipt,11609.0,,True,2024-12-25,Market Quarter,Garden Terrace,Lannisport,The North,Active
6126,Market 6126,,Business,True,Wholesale,,TAX-IRO-6126,Due on Receipt,13566.0,,True,2024-09-13,Citadel Ward,Garden Terrace,Gulltown,Iron Islands,Active
6127,Tavern 6127,,Business,True,Wholesale,,TAX-THE-6127,Net 45,6066.0,9020.0,True,2025-07-11,Oldtown Harbor,North Gate,White Harbor,The North,Active
6128,Inn 6128,,Business,True,Wholesale,,TAX-THE-6128,Due on Receipt,6753.0,,True,2025-05-19,Garden Terrace,North Gate,King's Landing,The Westerlands,Active
6129,Fishmonger 6129,,Business,True,Wholesale,,TAX-THE-6129,Due on Receipt,10881.0,9006.0,True,2025-04-27,Market Quarter,East Rampart,King's Landing,The Stormlands,Active
6130,Fishmonger 6130,,Business,True,Wholesale,,TAX-CRO-6130,Due on Receipt,10545.0,9005.0,True,2024-11-19,Harbor Ward,North Gate,Gulltown,Crownlands,Active
6131,Market 6131,,Business,True,Wholesale,,TAX-CRO-6131,Net 30,4377.0,9020.0,True,2024-01-16,Harbor Ward,South Keep,Gulltown,Crownlands,Active
6132,Market 6132,,Business,True,Wholesale,,TAX-THE-6132,Due on Receipt,3256.0,9006.0,True,2025-05-05,Market Quarter,Harbor Ward,Lannisport,The Westerlands,Active
6133,Guild Shop 6133,,Business,True,Wholesale,,TAX-THE-6133,Net 30,4963.0,,True,2025-04-22,Harbor Ward,South Keep,Gulltown,The Stormlands,Active
6134,Bakery 6134,,Business,True,Wholesale,,TAX-THE-6134,Due on Receipt,5621.0,,True,2025-01-18,Citadel Ward,East Rampart,Gulltown,The Riverlands,Active
6135,Inn 6135,,Business,True,Wholesale,,TAX-THE-6135,Net 30,12460.0,9009.0,True,2024-09-20,Harbor Ward,Garden Terrace,Lannisport,The Stormlands,Active
6136,Tavern 6136,,Business,True,Wholesale,,TAX-THE-6136,Net 30,6703.0,9004.0,True,2025-03-12,Oldtown Harbor,North Gate,White Harbor,The North,Active
6137,Guild Shop 6137,,Business,True,Wholesale,,TAX-THE-6137,Net 30,13952.0,9020.0,True,2023-11-01,Garden Terrace,West Market,White Harbor,The Reach,Active
6138,Bakery 6138,,Business,True,Wholesale,,TAX-THE-6138,Due on Receipt,10825.0,9012.0,True,2024-03-19,Garden Terrace,Harbor Ward,White Harbor,The Stormlands,Active
6139,Apothecary 6139,,Business,True,Wholesale,,TAX-CRO-6139,Net 45,6879.0,,True,2024-12-02,Oldtown Harbor,North Gate,White Harbor,Crownlands,Active
6140,Fishmonger 6140,,Business,True,Wholesale,,TAX-THE-6140,Net 45,14874.0,,True,2023-11-28,Garden Terrace,North Gate,Lannisport,The Reach,Active
9001,Merchant Guild 9001,,Business,True,Wholesale,,TAX-THE-9001,Net 30,27197.0,,True,2023-12-14,Garden Terrace,North Gate,White Harbor,The Riverlands,Active
9002,Merchant Guild 9002,,Business,True,Wholesale,,TAX-THE-9002,Net 30,24967.0,,True,2024-02-15,Oldtown Harbor,North Gate,King's Landing,The North,Active
9003,Merchant Guild 9003,,Business,True,Wholesale,,TAX-THE-9003,Net 30,42872.0,,True,2025-04-17,Citadel Ward,Garden Terrace,King's Landing,The Westerlands,Active
9004,Merchant Guild 9004,,Business,True,Wholesale,,TAX-DOR-9004,Net 30,35745.0,,True,2025-04-27,Oldtown Harbor,North Gate,Highgarden,Dorne,Active
9005,Merchant Guild 9005,,Business,True,Wholesale,,TAX-THE-9005,Net 30,45651.0,,True,2025-03-21,Garden Terrace,East Rampart,Oldtown,The Riverlands,Active
9006,Merchant Guild 9006,,Business,True,Wholesale,,TAX-THE-9006,Net 30,23868.0,,True,2025-02-27,Oldtown Harbor,West Market,Highgarden,The Riverlands,Active
9007,Merchant Guild 9007,,Business,True,Wholesale,,TAX-THE-9007,Net 30,47461.0,,True,2023-11-22,Citadel Ward,East Rampart,Gulltown,The Riverlands,Active
9008,Merchant Guild 9008,,Business,True,Wholesale,,TAX-IRO-9008,Net 30,44837.0,,True,2023-12-09,Garden Terrace,North Gate,Oldtown,Iron Islands,Active
9009,Merchant Guild 9009,,Business,True,Wholesale,,TAX-THE-9009,Net 30,24546.0,,True,2024-11-27,Garden Terrace,West Market,King's Landing,The Stormlands,Active
9010,Merchant Guild 9010,,Business,True,Wholesale,,TAX-CRO-9010,Net 30,30690.0,,True,2025-02-02,Harbor Ward,North Gate,White Harbor,Crownlands,Active
9011,Merchant Guild 9011,,Business,True,Wholesale,,TAX-CRO-9011,Net 30,31699.0,,True,2024-01-25,King's Road District,North Gate,King's Landing,Crownlands,Active
9012,Merchant Guild 9012,,Business,True,Wholesale,,TAX-IRO-9012,Net 30,27982.0,,True,2023-10-21,King's Road District,Garden Terrace,Oldtown,Iron Islands,Active
9013,Merchant Guild 9013,,Business,True,Wholesale,,TAX-IRO-9013,Net 30,46785.0,,True,2025-01-29,Garden Terrace,Harbor Ward,Highgarden,Iron Islands,Active
9014,Merchant Guild 9014,,Business,True,Wholesale,,TAX-THE-9014,Net 30,37051.0,,True,2025-05-08,Citadel Ward,South Keep,Lannisport,The Westerlands,Active
9015,Merchant Guild 9015,,Business,True,Wholesale,,TAX-THE-9015,Net 30,40690.0,,True,2023-07-23,Citadel Ward,Harbor Ward,Lannisport,The Westerlands,Active
9016,Merchant Guild 9016,,Business,True,Wholesale,,TAX-IRO-9016,Net 30,48793.0,,True,2023-10-04,Market Quarter,Harbor Ward,White Harbor,Iron Islands,Active
9017,Merchant Guild 9017,,Business,True,Wholesale,,TAX-THE-9017,Net 30,27630.0,,True,2025-03-31,Garden Terrace,Harbor Ward,White Harbor,The Westerlands,Active
9018,Merchant Guild 9018,,Business,True,Wholesale,,TAX-THE-9018,Net 30,46500.0,,True,2023-12-07,Oldtown Harbor,Harbor Ward,Lannisport,The Stormlands,Active
